"incident_report_number","crime_type","ucr_code","family_violence","occ_date_time","occ_date","occ_time","rep_date_time","rep_date","rep_time","location_type","address","zip_code","council_district","sector","district","pra","census_tract","clearance_status","clearance_date","ucr_category","category_description","x_coordinate","y_coordinate","latitude","longitude","location"
"20215006448","THEFT OF LICENSE PLATE","614","N","2021-02-12T12:00:00.000","2021-02-12T00:00:00.000","1200","2021-02-16T12:37:00.000","2021-02-16T00:00:00.000","1237","OTHER / UNKNOWN","4802 WHISPERING VALLEY DR","78727","6","AD","3","191",,"N","2021-02-20T00:00:00.000","23G","Theft","3116165","3116165","30.41821739","-97.73289408","
,  
(30.41821739, -97.73289408)"
"20215006447","SUSPICIOUS PERSON","3403","N","2021-02-12T12:00:00.000","2021-02-12T00:00:00.000","1200","2021-02-16T12:12:00.000","2021-02-16T00:00:00.000","1212","OTHER / UNKNOWN","2815 GUADALUPE ST","78705","9","BA","1","361",,,,,,"3114325","3114325","30.29420541","-97.742067","
,  
(30.29420541, -97.742067)"
"20215006358","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-12T12:00:00.000","2021-02-12T00:00:00.000","1200","2021-02-13T07:00:00.000","2021-02-13T00:00:00.000","700","PARKING LOTS / GARAGE","4510 W GUADALUPE ST","78751","9","BA","5","329",,,,"23F","Theft","3117011","3117011","30.3129974","-97.73304775","
,  
(30.3129974, -97.73304775)"
"2021450752","AUTO THEFT","700","N","2021-02-12T12:00:00.000","2021-02-12T00:00:00.000","1200","2021-02-14T12:33:00.000","2021-02-14T00:00:00.000","1233","STREETS / HWY / ROAD / ALLEY","1600 E 5TH ST","78702","3","CH","1","410",,"N","2021-02-18T00:00:00.000","240","Auto Theft","3120005","3120005","30.26147834","-97.72494935","
,  
(30.26147834, -97.72494935)"
"2021430849","CRUELTY TO ANIMALS","2717","N","2021-02-12T11:58:00.000","2021-02-12T00:00:00.000","1158","2021-02-12T11:58:00.000","2021-02-12T00:00:00.000","1158","RESIDENCE / HOME","1145 BROOKSWOOD AVE","78721","3","CH","5","645",,,,,,"3131595","3131595","30.26682003","-97.68808205","
,  
(30.26682003, -97.68808205)"
"20215006272","HARASSMENT","2703","Y","2021-02-12T11:46:00.000","2021-02-12T00:00:00.000","1146","2021-02-12T11:46:00.000","2021-02-12T00:00:00.000","1146","RESIDENCE / HOME","11320 MENCHACA RD","78748","5","FR","1","101",,"N","2021-02-16T00:00:00.000",,,"3086517","3086517","30.15593882","-97.83378112","
,  
(30.15593882, -97.83378112)"
"2021430838","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-12T11:40:00.000","2021-02-12T00:00:00.000","1140","2021-02-12T11:48:00.000","2021-02-12T00:00:00.000","1148","PARKING LOTS / GARAGE","1701 W BEN WHITE BLVD SVRD EB","78745","5","DA","3","489",,"N","2021-02-19T00:00:00.000","23F","Theft","3101460","3101460","30.2268757","-97.78461889","
,  
(30.2268757, -97.78461889)"
"2021430822","POSSESSION OF MARIJUANA","1803","N","2021-02-12T11:31:00.000","2021-02-12T00:00:00.000","1131","2021-02-12T11:31:00.000","2021-02-12T00:00:00.000","1131","TRANSPORTATION (AIR / BUS / TRAIN - TERMINALS)","360 APRON WAY","78719","2","AP","S","499",,,,,,"3139236","3139236","30.20214214","-97.66565853","
,  
(30.20214214, -97.66565853)"
"20215006267","THEFT","600","N","2021-02-12T11:22:00.000","2021-02-12T00:00:00.000","1122","2021-02-12T11:22:00.000","2021-02-12T00:00:00.000","1122","RESIDENCE / HOME","1333 SHORE DISTRICT DR","78741","3","HE","2","441",,,,"23H","Theft","3119440","3119440","30.24347141","-97.72722551","
,  
(30.24347141, -97.72722551)"
"2021440004","ASSAULT BY THREAT","901","N","2021-02-12T11:00:00.000","2021-02-12T00:00:00.000","1100","2021-02-13T05:13:00.000","2021-02-13T00:00:00.000","513","RESIDENCE / HOME","10000 N LAMAR BLVD","78758","4","ED","1","239",,"N","2021-02-16T00:00:00.000",,,"3128495","3128495","30.36926216","-97.69510501","
,  
(30.36926216, -97.69510501)"
"20215006257","IDENTITY THEFT","4022","N","2021-02-12T10:47:00.000","2021-02-12T00:00:00.000","1047","2021-02-12T10:47:00.000","2021-02-12T00:00:00.000","1047","RESIDENCE / HOME","803 TIRADO ST","78752","4","ID","8","279",,"N","2021-02-12T00:00:00.000",,,"3124311","3124311","30.32366169","-97.70961671","
,  
(30.32366169, -97.70961671)"
"20215006279","THEFT BY SHOPLIFTING","607","N","2021-02-12T10:30:00.000","2021-02-12T00:00:00.000","1030","2021-02-12T12:24:00.000","2021-02-12T00:00:00.000","1224","OTHER / UNKNOWN","1011 W ANDERSON LN","78757","7","ID","7","262",,,,"23C","Theft","3122067","3122067","30.34867577","-97.71605248","
,  
(30.34867577, -97.71605248)"
"2021430714","FAMILY DISTURBANCE/PARENTAL","3458","N","2021-02-12T10:10:00.000","2021-02-12T00:00:00.000","1010","2021-02-12T10:54:00.000","2021-02-12T00:00:00.000","1054","RESIDENCE / HOME","7500 W SLAUGHTER LN","78749","8","DA","7","74",,,,,,"3067525","3067525","30.21743382","-97.89233337","
,  
(30.21743382, -97.89233337)"
"2021430621","FAMILY DISTURBANCE","3400","N","2021-02-12T10:00:00.000","2021-02-12T00:00:00.000","1000","2021-02-12T10:00:00.000","2021-02-12T00:00:00.000","1000","HOTEL / MOTEL / ETC.","6603 N IH 35 SVRD NB","78752","4","ID","1","280",,,,,,"3126380","3126380","30.3268287","-97.70297087","
,  
(30.3268287, -97.70297087)"
"20215006259","CRIMINAL MISCHIEF","1400","N","2021-02-12T10:00:00.000","2021-02-12T00:00:00.000","1000","2021-02-12T10:53:00.000","2021-02-12T00:00:00.000","1053","RESIDENCE / HOME","1157 EBERT AVE","78721","3","CH","5","397",,,,,,"3132073","3132073","30.27152223","-97.68643857","
,  
(30.27152223, -97.68643857)"
"20215006306","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-12T10:00:00.000","2021-02-12T00:00:00.000","1000","2021-02-12T14:44:00.000","2021-02-12T00:00:00.000","1444","RESIDENCE / HOME","9807 N FM 620 RD","78726","6","AD","8","178",,,,"23F","Theft","3083071","3083071","30.43741621","-97.83741843","
,  
(30.43741621, -97.83741843)"
"2021440637","AUTO THEFT","700","N","2021-02-12T10:00:00.000","2021-02-12T00:00:00.000","1000","2021-02-13T11:09:00.000","2021-02-13T00:00:00.000","1109","RESIDENCE / HOME","2510 ELMONT DR","78741","3","HE","2","441",,,,"240","Auto Theft","3121531","3121531","30.23985929","-97.72069951","
,  
(30.23985929, -97.72069951)"
"2021430701","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-12T10:00:00.000","2021-02-12T00:00:00.000","1000","2021-02-12T11:43:00.000","2021-02-12T00:00:00.000","1143","RESIDENCE / HOME","1748 OHLEN RD","78757","7","ID","7","234",,,,,,"3120645","3120645","30.36280328","-97.7201792","
,  
(30.36280328, -97.7201792)"
"20218000998","MAIL THEFT","8503","N","2021-02-12T10:00:00.000","2021-02-12T00:00:00.000","1000","2021-02-13T10:56:00.000","2021-02-13T00:00:00.000","1056","RESIDENCE / HOME","3401 RED RIVER ST","78705","9","BA","1","348",,,,"23H","Theft","3119664","3119664","30.29278757","-97.72518396","
,  
(30.29278757, -97.72518396)"
"2021430630","THEFT-NO SUSPECT/FOLLOWUP","600","N","2021-02-12T09:58:00.000","2021-02-12T00:00:00.000","958","2021-02-12T09:58:00.000","2021-02-12T00:00:00.000","958","SPECIALTY  STORE (TV  FUR ETC.)","8740 RESEARCH BLVD SVRD SB","78757","7","ID","7","234",,,,"23H","Theft","3121255","3121255","30.36428947","-97.71820419","
,  
(30.36428947, -97.71820419)"
"2021430608","DAMAGE CITY VEHICLE","3832","N","2021-02-12T09:57:00.000","2021-02-12T00:00:00.000","957","2021-02-12T09:57:00.000","2021-02-12T00:00:00.000","957","PARKING LOTS / GARAGE","710 TRINITY ST","78701","9","GE","2","381",,"N","2021-02-18T00:00:00.000",,,"3115507","3115507","30.26877706","-97.7390043","
,  
(30.26877706, -97.7390043)"
"20215006265","THEFT","600","N","2021-02-12T09:50:00.000","2021-02-12T00:00:00.000","950","2021-02-12T11:11:00.000","2021-02-12T00:00:00.000","1111","DEPARTMENT / DISCOUNT STORE","5775 AIRPORT BLVD","78752","4","ID","8","279",,,,"23H","Theft","3123004","3123004","30.32230599","-97.71379719","
,  
(30.32230599, -97.71379719)"
"2021430655","FAMILY DISTURBANCE","3400","N","2021-02-12T09:27:00.000","2021-02-12T00:00:00.000","927","2021-02-12T09:53:00.000","2021-02-12T00:00:00.000","953","RESIDENCE / HOME","4821 E RIVERSIDE DR","78741","3","HE","4","458",,,,,,"3122363","3122363","30.23059973","-97.7183148","
,  
(30.23059973, -97.7183148)"
"2021430651","CRIMINAL MISCHIEF","1400","N","2021-02-12T09:24:00.000","2021-02-12T00:00:00.000","924","2021-02-12T09:56:00.000","2021-02-12T00:00:00.000","956","GAS / SERVICE STATIONS","1000 E 41ST ST","78751","9","BA","5","332",,"N","2021-02-17T00:00:00.000",,,"3121344","3121344","30.30046112","-97.71965166","
,  
(30.30046112, -97.71965166)"
"20215006262","INDECENT EXPOSURE","1706","N","2021-02-12T09:15:00.000","2021-02-12T00:00:00.000","915","2021-02-12T11:07:00.000","2021-02-12T00:00:00.000","1107","OTHER / UNKNOWN","8515 BRODIE LN","78745","5","FR","1","98",,,,,,"3084353","3084353","30.19862772","-97.83952829","
,  
(30.19862772, -97.83952829)"
"20215006367","THEFT OF LICENSE PLATE","614","N","2021-02-12T09:00:00.000","2021-02-12T00:00:00.000","900","2021-02-13T11:24:00.000","2021-02-13T00:00:00.000","1124","COMMERCIAL / OFFICE BUILDING","3800 PROMONTORY POINT DR","78744","2","FR","6","496",,"N","2021-02-14T00:00:00.000","23G","Theft","3119450","3119450","30.2099818","-97.72809734","
,  
(30.2099818, -97.72809734)"
"20215006242","CRIMINAL MISCHIEF","1400","N","2021-02-12T08:30:00.000","2021-02-12T00:00:00.000","830","2021-02-12T10:06:00.000","2021-02-12T00:00:00.000","1006","RESIDENCE / HOME","5607 TURA LN","78721","3","CH","5","397",,"N","2021-02-17T00:00:00.000",,,"3133862","3133862","30.26760896","-97.68087733","
,  
(30.26760896, -97.68087733)"
"2021430547","ASSAULT WITH INJURY","900","N","2021-02-12T08:20:00.000","2021-02-12T00:00:00.000","820","2021-02-12T08:20:00.000","2021-02-12T00:00:00.000","820","RESIDENCE / HOME","85 TRINITY ST","78701","9","GE","3","406",,,,,,"3114906","3114906","30.26144594","-97.74110545","
,  
(30.26144594, -97.74110545)"
"20218000986","BURGLARY NON RESIDENCE","502","N","2021-02-12T08:00:00.000","2021-02-12T00:00:00.000","800","2021-02-12T11:55:00.000","2021-02-12T00:00:00.000","1155","COMMERCIAL / OFFICE BUILDING","2900 SUNRIDGE DR","78741","3","HE","4","484",,"N","2021-02-19T00:00:00.000","220","Burglary","3119729","3119729","30.22146491","-97.72690401","
,  
(30.22146491, -97.72690401)"
"2021430707","AUTO THEFT","700","N","2021-02-12T07:45:00.000","2021-02-12T00:00:00.000","745","2021-02-12T10:03:00.000","2021-02-12T00:00:00.000","1003","RESIDENCE / HOME","8110 SHENANDOAH DR","78753","4","ED","3","251",,"N","2021-02-17T00:00:00.000","240","Auto Theft","3128945","3128945","30.34289902","-97.69439904","
,  
(30.34289902, -97.69439904)"
"20215006301","BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT","504","N","2021-02-12T07:00:00.000","2021-02-12T00:00:00.000","700","2021-02-12T14:31:00.000","2021-02-12T00:00:00.000","1431","RENTAL STORAGE FACILITY","4518 BOSTON LN","78735","8","DA","5","57",,"N","2021-02-19T00:00:00.000","220","Burglary","3086984","3086984","30.23778258","-97.83018358","
,  
(30.23778258, -97.83018358)"
"20215006336","THEFT OF LICENSE PLATE","614","N","2021-02-12T07:00:00.000","2021-02-12T00:00:00.000","700","2021-02-12T17:12:00.000","2021-02-12T00:00:00.000","1712","RESIDENCE / HOME","7020 GRAND CANYON DR","78752","4","ID","1","265",,"N","2021-02-14T00:00:00.000","23G","Theft","3128790","3128790","30.32619351","-97.69534738","
,  
(30.32619351, -97.69534738)"
"2021430398","TERRORISTIC THREAT","2704","N","2021-02-12T06:34:00.000","2021-02-12T00:00:00.000","634","2021-02-12T06:34:00.000","2021-02-12T00:00:00.000","634","OTHER / UNKNOWN","1141 AIRPORT BLVD","78721","3","CH","4","425",,"N","2021-02-19T00:00:00.000",,,"3128790","3128790","30.27141496","-97.69684425","
,  
(30.27141496, -97.69684425)"
"20215006252","THEFT CATALYTIC CONVERTER","620","N","2021-02-12T06:30:00.000","2021-02-12T00:00:00.000","630","2021-02-12T10:34:00.000","2021-02-12T00:00:00.000","1034","RESIDENCE / HOME","307 E 31ST ST","78705","9","BA","1","346",,"N","2021-02-19T00:00:00.000","23F","Theft","3116620","3116620","30.29323357","-97.73481943","
,  
(30.29323357, -97.73481943)"
"20215006360","FRAUD - OTHER","1199","N","2021-02-12T06:30:00.000","2021-02-12T00:00:00.000","630","2021-02-13T08:46:00.000","2021-02-13T00:00:00.000","846","RESIDENCE / HOME","9201 CAMERON RD","78754","1","ED","5","755",,"N","2021-02-17T00:00:00.000",,,"3134691","3134691","30.34882051","-97.67601525","
,  
(30.34882051, -97.67601525)"
"20215006303","BURGLARY OF VEHICLE","601","N","2021-02-12T04:30:00.000","2021-02-12T00:00:00.000","430","2021-02-12T14:37:00.000","2021-02-12T00:00:00.000","1437","STREETS / HWY / ROAD / ALLEY","2211 REBEL RD","78704","9","HE","1","478",,"N","2021-02-18T00:00:00.000","23F","Theft","3112670","3112670","30.23911719","-97.7487875","
,  
(30.23911719, -97.7487875)"
"20215006292","BURGLARY OF VEHICLE","601","N","2021-02-12T04:30:00.000","2021-02-12T00:00:00.000","430","2021-02-12T13:30:00.000","2021-02-12T00:00:00.000","1330","RESIDENCE / HOME","2211 REBEL RD","78704","9","HE","1","478",,"N","2021-02-18T00:00:00.000","23F","Theft","3112670","3112670","30.23911719","-97.7487875","
,  
(30.23911719, -97.7487875)"
"2021430230","FAMILY DISTURBANCE","3400","N","2021-02-12T04:24:00.000","2021-02-12T00:00:00.000","424","2021-02-12T04:24:00.000","2021-02-12T00:00:00.000","424","RESIDENCE / HOME","5304 INDIO CV","78745","5","DA","4","506",,,,,,"3094978","3094978","30.22215573","-97.80527182","
,  
(30.22215573, -97.80527182)"
"2021430217","CRIMINAL TRESPASS/TRANSIENT","2721","N","2021-02-12T04:12:00.000","2021-02-12T00:00:00.000","412","2021-02-12T04:12:00.000","2021-02-12T00:00:00.000","412","RESTAURANTS","9300 S IH 35 SVRD SB","78748","5","FR","2","666",,,,,,"3100423","3100423","30.16548757","-97.78952006","
,  
(30.16548757, -97.78952006)"
"20215006325","BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT","504","N","2021-02-12T03:48:00.000","2021-02-12T00:00:00.000","348","2021-02-12T16:09:00.000","2021-02-12T00:00:00.000","1609","PARKING LOTS / GARAGE","2401 LONGVIEW ST","78705","9","BA","3","356",,,,"220","Burglary","3111713","3111713","30.2886878","-97.75049307","
,  
(30.2886878, -97.75049307)"
"2021430772","RUNAWAY CHILD","4100","N","2021-02-12T03:30:00.000","2021-02-12T00:00:00.000","330","2021-02-12T13:06:00.000","2021-02-12T00:00:00.000","1306","RESIDENCE / HOME","13217 SEA BISCUIT DR","78617","2","HE","7","612",,,,,,"3156153","3156153","30.17250831","-97.61292651","
,  
(30.17250831, -97.61292651)"
"2021430321","AUTO THEFT","700","N","2021-02-12T03:15:00.000","2021-02-12T00:00:00.000","315","2021-02-12T09:01:00.000","2021-02-12T00:00:00.000","901","PARKING LOTS / GARAGE","8001 S IH 35 SVRD NB","78744","2","FR","7","543",,,,"240","Auto Theft","3103727","3103727","30.17654144","-97.77877028","
,  
(30.17654144, -97.77877028)"
"2021430552","THEFT OF AUTO PARTS","604","N","2021-02-12T03:15:00.000","2021-02-12T00:00:00.000","315","2021-02-12T09:27:00.000","2021-02-12T00:00:00.000","927","PARKING LOTS / GARAGE","8001 S IH 35 SVRD NB","78744","2","FR","7","543",,,,"23G","Theft","3103727","3103727","30.17654144","-97.77877028","
,  
(30.17654144, -97.77877028)"
"2021430160","THEFT FROM PERSON","610","N","2021-02-12T02:57:00.000","2021-02-12T00:00:00.000","257","2021-02-12T21:05:00.000","2021-02-12T00:00:00.000","2105","SPECIALTY  STORE (TV  FUR ETC.)","6307 CAMERON RD","78723","1","ID","5","293",,"N","2021-02-16T00:00:00.000","23A","Theft","3128892","3128892","30.32022465","-97.6951872","
,  
(30.32022465, -97.6951872)"
"2021430604","AUTO THEFT","700","N","2021-02-12T02:30:00.000","2021-02-12T00:00:00.000","230","2021-02-12T09:39:00.000","2021-02-12T00:00:00.000","939","PARKING LOTS / GARAGE","10315 METROPOLITAN DR","78758","4","ED","2","219",,,,"240","Auto Theft","3121570","3121570","30.38358525","-97.7166816","
,  
(30.38358525, -97.7166816)"
"2021430142","AGG ASLT STRANGLE/SUFFOCATE","410","Y","2021-02-12T02:20:00.000","2021-02-12T00:00:00.000","220","2021-02-12T02:20:00.000","2021-02-12T00:00:00.000","220","RESIDENCE / HOME","11129 LOST MAPLES TRL","78748","5","FR","1","105",,"C","2021-02-12T00:00:00.000","13A","Aggravated Assault","3086919","3086919","30.15617237","-97.83250283","
,  
(30.15617237, -97.83250283)"
"2021430109","DATING DISTURBANCE","2400","N","2021-02-12T02:18:00.000","2021-02-12T00:00:00.000","218","2021-02-12T02:18:00.000","2021-02-12T00:00:00.000","218","RESIDENCE / HOME","2335 CORTA ST","78702","3","CH","1","419",,,,,,"3122389","3122389","30.25625559","-97.71753757","
,  
(30.25625559, -97.71753757)"
"2021431756","CRIMINAL MISCHIEF","1400","N","2021-02-12T02:00:00.000","2021-02-12T00:00:00.000","200","2021-02-13T02:08:00.000","2021-02-13T00:00:00.000","208","PARKING LOTS / GARAGE","10000 N LAMAR BLVD","78758","4","ED","1","239",,,,,,"3128495","3128495","30.36926216","-97.69510501","
,  
(30.36926216, -97.69510501)"
"2021430125","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-12T01:58:00.000","2021-02-12T00:00:00.000","158","2021-02-12T01:58:00.000","2021-02-12T00:00:00.000","158","RESIDENCE / HOME","1319 MC KIE DR","78752","4","ID","1","265",,"C","2021-02-12T00:00:00.000",,,"3130048","3130048","30.32925333","-97.69127515","
,  
(30.32925333, -97.69127515)"
"20215006241","THEFT CATALYTIC CONVERTER","620","N","2021-02-12T01:40:00.000","2021-02-12T00:00:00.000","140","2021-02-12T10:03:00.000","2021-02-12T00:00:00.000","1003","RESIDENCE / HOME","1214 NORWOOD RD","78722","9","BA","4","322",,"N","2021-02-19T00:00:00.000","23F","Theft","3124132","3124132","30.30374975","-97.71072543","
,  
(30.30374975, -97.71072543)"
"2021430111","FAMILY DISTURBANCE","3400","N","2021-02-12T01:36:00.000","2021-02-12T00:00:00.000","136","2021-02-12T01:36:00.000","2021-02-12T00:00:00.000","136","STREETS / HWY / ROAD / ALLEY","8989 RESEARCH BLVD NB","78758","7","ID","7","235",,,,,,"3120430","3120430","30.37065962","-97.72064828","
,  
(30.37065962, -97.72064828)"
"2021430088","CRIMINAL TRESPASS","2716","N","2021-02-12T01:06:00.000","2021-02-12T00:00:00.000","106","2021-02-12T01:06:00.000","2021-02-12T00:00:00.000","106","RESTAURANTS","8801 S IH 35 SVRD NB","78744","2","FR","7","543",,"C","2021-02-12T00:00:00.000",,,"3102585","3102585","30.16833396","-97.78260193","
,  
(30.16833396, -97.78260193)"
"2021430089","DWI 2ND","2102","N","2021-02-12T01:06:00.000","2021-02-12T00:00:00.000","106","2021-02-12T01:06:00.000","2021-02-12T00:00:00.000","106","STREETS / HWY / ROAD / ALLEY","7824 DUBER LN","78747","2","FR","7","541",,,,,,"3113068","3113068","30.15930963","-97.749662","
,  
(30.15930963, -97.749662)"
"20215006266","HARASSMENT","2703","N","2021-02-12T01:00:00.000","2021-02-12T00:00:00.000","100","2021-02-12T11:18:00.000","2021-02-12T00:00:00.000","1118","RESIDENCE / HOME","3300 OAK CREEK DR","78727","7","AD","3","171",,,,,,"3124860","3124860","30.42752669","-97.7050469","
,  
(30.42752669, -97.7050469)"
"2021430072","FAMILY DISTURBANCE","3400","N","2021-02-12T00:57:00.000","2021-02-12T00:00:00.000","57","2021-02-12T00:57:00.000","2021-02-12T00:00:00.000","57","PARKING LOTS / GARAGE","1800 PATTON LN","78723","1","ID","3","294",,,,,,"3131193","3131193","30.3186038","-97.68793685","
,  
(30.3186038, -97.68793685)"
"2021430061","DWI","2100","N","2021-02-12T00:46:00.000","2021-02-12T00:00:00.000","46","2021-02-12T00:46:00.000","2021-02-12T00:00:00.000","46","STREETS / HWY / ROAD / ALLEY","2300 W BEN WHITE BLVD SVRD WB","78704","5","DA","4","467",,"C","2021-02-12T00:00:00.000",,,"3098945","3098945","30.23282024","-97.79242787","
,  
(30.23282024, -97.79242787)"
"20215006245","HARASSMENT","2703","Y","2021-02-12T00:20:00.000","2021-02-12T00:00:00.000","20","2021-02-12T10:13:00.000","2021-02-12T00:00:00.000","1013","RESIDENCE / HOME","12433 DESSAU RD","78754","1","ED","6","206",,,,,,"3143645","3143645","30.38973074","-97.64648054","
,  
(30.38973074, -97.64648054)"
"2021430029","FAMILY DISTURBANCE","3400","N","2021-02-12T00:18:00.000","2021-02-12T00:00:00.000","18","2021-02-12T00:18:00.000","2021-02-12T00:00:00.000","18","RESIDENCE / HOME","13202 SAXBY CT","78729","6","AD","5","153",,"N","2021-02-13T00:00:00.000",,,"3099261","3099261","30.46647732","-97.7852623","
,  
(30.46647732, -97.7852623)"
"2021430026","FAMILY DISTURBANCE","3400","N","2021-02-12T00:16:00.000","2021-02-12T00:00:00.000","16","2021-02-12T00:16:00.000","2021-02-12T00:00:00.000","16","RESIDENCE / HOME","10004 PLANTERS WOODS DR","78730","6","AD","8","735",,,,,,"3081405","3081405","30.37598705","-97.84429287","
,  
(30.37598705, -97.84429287)"
"2021430098","AGG ASSAULT ON PUBLIC SERVANT","403","N","2021-02-12T00:13:00.000","2021-02-12T00:00:00.000","13","2021-02-12T00:13:00.000","2021-02-12T00:00:00.000","13","PARKING LOTS / GARAGE","1141 AIRPORT BLVD","78721","3","CH","4","425",,"N","2021-02-14T00:00:00.000","13A","Aggravated Assault","3128790","3128790","30.27141496","-97.69684425","
,  
(30.27141496, -97.69684425)"
"2021430013","FAMILY DISTURBANCE","3400","N","2021-02-12T00:05:00.000","2021-02-12T00:00:00.000","5","2021-02-12T00:05:00.000","2021-02-12T00:00:00.000","5","RESIDENCE / HOME","12433 DESSAU RD","78754","1","ED","6","206",,,,,,"3143645","3143645","30.38973074","-97.64648054","
,  
(30.38973074, -97.64648054)"
"20215006249","THEFT OF BICYCLE","609","N","2021-02-12T00:00:00.000","2021-02-12T00:00:00.000","0","2021-02-12T10:27:00.000","2021-02-12T00:00:00.000","1027","PARKING LOTS / GARAGE","6001 SHEPHERD MOUNTAIN CV","78730","10","BA","8","23",,"N","2021-02-12T00:00:00.000","23H","Theft","3096889","3096889","30.35742948","-97.79566569","
,  
(30.35742948, -97.79566569)"
"20218000984","BURGLARY OF VEHICLE","601","N","2021-02-12T00:00:00.000","2021-02-12T00:00:00.000","0","2021-02-12T08:08:00.000","2021-02-12T00:00:00.000","808","RESIDENCE / HOME","2608 CEBO CV","78745","5","FR","1","525",,,,"23F","Theft","3091939","3091939","30.20407623","-97.81536757","
,  
(30.20407623, -97.81536757)"
"20215006276","THEFT","600","N","2021-02-12T00:00:00.000","2021-02-12T00:00:00.000","0","2021-02-12T12:10:00.000","2021-02-12T00:00:00.000","1210","RESIDENCE / HOME","4701 STAGGERBRUSH RD","78749","8","DA","6","79",,,,"23H","Theft","3084972","3084972","30.23322003","-97.83667448","
,  
(30.23322003, -97.83667448)"
"20215006532","BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT","504","N","2021-02-12T00:00:00.000","2021-02-12T00:00:00.000","0","2021-02-19T19:00:00.000","2021-02-19T00:00:00.000","1900","OTHER / UNKNOWN","404 ATLANTA ST","78703","10","BA","7","368",,,,"220","Burglary","3105316","3105316","30.27661471","-97.77108685","
,  
(30.27661471, -97.77108685)"
"20215006536","HARASSMENT","2703","N","2021-02-12T00:00:00.000","2021-02-12T00:00:00.000","0","2021-02-19T20:54:00.000","2021-02-19T00:00:00.000","2054","RESIDENCE / HOME","5703 BUFFALO PASS","78745","5","DA","4","505",,,,,,"3095390","3095390","30.21783075","-97.80408028","
,  
(30.21783075, -97.80408028)"
"20215006373","MAIL THEFT","8503","N","2021-02-11T23:55:00.000","2021-02-11T00:00:00.000","2355","2021-02-13T13:25:00.000","2021-02-13T00:00:00.000","1325","RESIDENCE / HOME","110 W SKYVIEW RD","78752","4","ID","6","278",,"N","2021-02-14T00:00:00.000","23H","Theft","3120940","3120940","30.32584526","-97.72024488","
,  
(30.32584526, -97.72024488)"
"20215006244","BURGLARY OF VEHICLE","601","N","2021-02-11T23:50:00.000","2021-02-11T00:00:00.000","2350","2021-02-12T10:10:00.000","2021-02-12T00:00:00.000","1010","RESIDENCE / HOME","1923 WILLOW CREEK DR","78741","3","HE","2","457",,"N","2021-02-18T00:00:00.000","23F","Theft","3119588","3119588","30.23286514","-97.72704294","
,  
(30.23286514, -97.72704294)"
"2021421732","THEFT OF BICYCLE","609","N","2021-02-11T23:14:00.000","2021-02-11T00:00:00.000","2314","2021-02-11T23:36:00.000","2021-02-11T00:00:00.000","2336","PARKING LOTS / GARAGE","4211 S LAMAR BLVD NB","78704","5","DA","4","467",,"N","2021-02-16T00:00:00.000","23H","Theft","3098880","3098880","30.23424274","-97.79259632","
,  
(30.23424274, -97.79259632)"
"2021421713","DWI","2100","N","2021-02-11T23:05:00.000","2021-02-11T00:00:00.000","2305","2021-02-11T23:05:00.000","2021-02-11T00:00:00.000","2305","PARKING LOTS / GARAGE","7400 FM 969 RD","78724","1","CH","6","303",,"C","2021-02-12T00:00:00.000",,,"3143600","3143600","30.28204674","-97.64962055","
,  
(30.28204674, -97.64962055)"
"2021421768","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-11T23:00:00.000","2021-02-11T00:00:00.000","2300","2021-02-12T01:32:00.000","2021-02-12T00:00:00.000","132","RESIDENCE / HOME","4411 SPICEWOOD SPRINGS RD","78731","10","BA","8","229",,,,,,"3108358","3108358","30.37292332","-97.75887896","
,  
(30.37292332, -97.75887896)"
"20215006263","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-11T23:00:00.000","2021-02-11T00:00:00.000","2300","2021-02-12T11:05:00.000","2021-02-12T00:00:00.000","1105","RESIDENCE / HOME","4601 E ST ELMO RD","78744","2","FR","5","495",,"N","2021-02-19T00:00:00.000","23F","Theft","3116591","3116591","30.20470914","-97.73729242","
,  
(30.20470914, -97.73729242)"
"20215006312","CRED CARD ABUSE - OTHER","1106","N","2021-02-11T22:58:00.000","2021-02-11T00:00:00.000","2258","2021-02-12T14:56:00.000","2021-02-12T00:00:00.000","1456","RESIDENCE / HOME","2237 E RIVERSIDE DR","78741","3","HE","2","457",,,,,,"3119795","3119795","30.23820652","-97.72624311","
,  
(30.23820652, -97.72624311)"
"2021421685","FAMILY DISTURBANCE","3400","N","2021-02-11T22:44:00.000","2021-02-11T00:00:00.000","2244","2021-02-11T22:44:00.000","2021-02-11T00:00:00.000","2244","RESIDENCE / HOME","6009 DAFFODIL DR","78744","2","FR","6","496",,,,,,"3122839","3122839","30.21151688","-97.71732405","
,  
(30.21151688, -97.71732405)"
